,prod_color,article_id
43119,"Mother, color:  Grey",675408001
43120,"Mother, color:  Dark Turquoise",675408003
43142,"Marmot skirt, color:  Other Orange",675501001
43147,"Marrocco, color:  White",675508001
43148,"Marrocco, color:  Dark Blue",675508002
43151,"Kimmy check, color:  Dark Blue",675515001
43160,"Cole S/L blouse, color:  White",675594001
43166,"ED Titti dress, color:  Black",675657001
43167,"ED Titti dress, color:  Dark Red",675657002
43168,"ED Titti dress, color:  Dark Green",675657003
43197,"Vogue playsuit, color:  White",675716003
43218,"Bowie, color:  Black",675827001
43219,"Bowie, color:  Light Blue",675827003
43220,"Bowie, color:  Greenish Khaki",675827004
43221,"Bowie, color:  Black",675827005
43235,"Stephanie dress, color:  Black",675864001
43236,"Stephanie dress, color:  Dark Beige",675864002
43248,"Knut flowy blouse, color:  White",675943001
43249,"Knut flowy blouse, color:  Dark Blue",675943004
43250,"Portland, color:  Off White",675952003
43251,"Portland, color:  Dark Orange",675952009
43253,"Llama tunic, color:  Light Beige",675969001
43263,"Lejla lace top, color:  Black",676088005
43264,"Iggy Pop, color:  White",676089002
43267,"Harrison knot dress, color:  Black",676091007
43268,"Harrison knot dress, color:  Yellowish Brown",676091009
43269,"Harrison knot dress, color:  Light Yellow",676091010
43290,"Livka tweed, color:  Black",676118001
43291,"Louis wide, color:  Black",676123001
43292,"CSP Angie dress, color:  Black",676124005
43293,"CSP Angie dress, color:  White",676124007
43297,"Whiskas, color:  Black",676138001
43298,"Jazz, color:  Black",676141001
43301,"Anda, color:  Black",676166001
43302,"Anda, color:  Dark Red",676166008
43303,"Bennet velvet pull on, color:  Dark Blue",676191002
43304,"Skeleton paperbag trs HW, color:  Beige",676198001
43322,"Work it soft tote, color:  Black",676266001
43324,"Caruso satchel, color:  Black",676283001
43325,"CSP Shirly body, color:  Black",676286001
43328,"Maxime maxidress, color:  Green",676316003
43329,"Maxime maxidress, color:  Black",676316005
43330,"Gloria strap top, color:  Light Blue",676320002
43331,"Dagmar tunic, color:  Black",676326005
43336,"Florence skirt, color:  Light Pink",676364002
43337,"Bobo, color:  Black",676387001
43345,"LOGG Solange RW, color:  Black",676512001
43346,"ED Luna 5pkt SPEED, color:  White",676512002
43347,"ED Luna 5pkt SPEED, color:  Black",676512003
43348,"ED Luna 5pkt SPEED, color:  Grey",676512005
43349,"ED Luna 5pkt, color:  Blue",676512006
43350,"ED Luna 5pkt, color:  Black",676512007
43351,"ED Luna 5pkt, color:  Blue",676512008
43352,"ED Luna 5pkt, color:  Blue",676512009
43354,"Jewels, color:  Grey",676539001
43355,"Jewels, color:  Dark Grey",676539002
43356,"Hayes, color:  Black",676540001
43357,"Hayes, color:  Grey",676540002
43358,"Gisela, color:  Grey",676573001
43359,"Gisela, color:  Off White",676573002
43360,"Gisela, color:  Red",676573003
43361,"Gisela, color:  Black",676573004
43362,"Gisela, color:  Black",676573005
43363,"Gisela, color:  Dark Red",676573006
43364,"Bisbee, color:  Light Grey",676580001
43365,"Bisbee, color:  Grey",676580002
43366,"Bisbee, color:  Dark Grey",676580003
43367,"Bisbee, color:  Off White",676580005
43368,"Granger, color:  Off White",676582002
43369,"Skinny Coated, color:  Black",676586001
43370,"LF Elderflower Blouse, color:  White",676592001
43371,"LF Elderflower Blouse, color:  Red",676592002
43372,"Cappuccino Bralette Detroit, color:  Black",676595001
43373,"Cappuccino Bralette Detroit, color:  Dark Red",676595002
43374,"Slim ankle Abbie, color:  Black",676601001
43378,"Donut basic, color:  Dark Grey",676635001
43379,"Donut basic, color:  Light Pink",676635002
43380,"Chicago, color:  Black",676640001
43381,"Chicago, color:  Yellow",676640002
43382,"Chicago, color:  White",676640003
43383,"KRISS OTS DRESS V5, color:  Dark Blue",676667001
43385,"Lily Morning Gown (W), color:  Blue",676698001
43386,"Satellite blouse, color:  Light Blue",676705003
43387,"Satellite blouse, color:  White",676705004
43390,"Band cropped, color:  Black",676728001
43391,"Dune, color:  Dark Blue",676731001
43406,"Flock Sweater, color:  Black",676772003
43407,"Bientot graphic tee, color:  White",676827002
43408,"Miss Wide Legs, color:  Black",676845001
43414,"Diana, color:  Light Pink",676900001
43415,"Diana, color:  Dark Blue",676900002
43416,"Diana, color:  Dark Red",676900004
43417,"Ocean, color:  Black",676933004
43418,"Ocean, color:  Greenish Khaki",676933005
43430,"Cane corso long crewneck, color:  Light Grey",676990001
43431,"Cane corso long crewneck, color:  Dark Red",676990002
43432,"Cane corso long crewneck, color:  Dark Turquoise",676990003
43433,"Cane corso long crewneck, color:  Dark Pink",676990004
43434,"PQ Cherry Cashmere Scarf, color:  Black",676994001
43435,"PQ Cherry Cashmere Scarf, color:  Dark Grey",676994005
43436,"Shake body, color:  White",677005001
43437,"Shake body, color:  Yellow",677005002
43438,"Shake body, color:  Black",677005003
43439,"Olivia shorts, color:  White",677017001
43441,"Jamba, color:  White",677037005
43442,"Molly, color:  Black",677049001
43443,"Molly, color:  Dark Blue",677049002
43444,"Leandra lurex, color:  Dark Blue",677054001
43445,"Leandra lurex, color:  Beige",677054002
43450,"Torild Cashmere Glove, color:  Black",677078001
43453,"David emb blouse, color:  White",677119001
43463,"Flawless dobby, color:  Dark Blue",677133001
43473,"J Ferrara, color:  Light Grey",677218001
43474,"Larry basic sweater, color:  Light Beige",677219001
43475,"Larry basic sweater, color:  Red",677219002
43476,"Larry basic sweater, color:  Dark Blue",677219003
43479,"Ronan N sweater, color:  Grey",677236001
43480,"Ronan N sweater, color:  Beige",677236002
43483,"Mila knitted top, color:  Dark Orange",677299002
43484,"Juno knitted top v6, color:  Yellowish Brown",677300001
43485,"Ylva knitted top, color:  Black",677304002
43486,"Ylva knitted top, color:  Light Blue",677304003
43488,"Stevens quilted coat, color:  Dark Blue",677341001
43489,"Bon cardigan, color:  Light Grey",677347003
43490,"Bon cardigan, color:  Green",677347006
43491,"Bon cardigan, color:  Black",677347007
43492,"Field, color:  Black",677351001
43493,"Field, color:  Dark Green",677351003
43494,"Field, color:  White",677351004
43513,"Flirty Ivory earring, color:  Off White",677402001
43522,"Chinouk pointelle cardigan, color:  Red",677451001
43523,"Meercat crinkle, color:  White",677459004
43524,"Meercat crinkle, color:  Yellow",677459005
43531,"Flirty Tille stud pk, color:  Gold",677490001
43535,"Class Snurre earring, color:  Gold",677501001
43536,"Class Snurre earring, color:  Silver",677501002
43537,"Flirty Wendy ring pk, color:  Gold",677506001
43538,"Flirty Wendy ring pk, color:  Silver",677506002
43539,"Flirty Wendy ring pk, color:  Dark Red",677506003
43540,"Basic Kjell bracelet pk, color:  Gold",677511001
43541,"Basic Kjell bracelet pk, color:  Silver",677511002
43542,"Class Lourdes necklace RT, color:  Gold",677515001
43543,"Class Lourdes necklace RT, color:  Silver",677515002
43547,"Swan top, color:  Dark Blue",677530001
43548,"Swan top, color:  White",677530002
43549,"Flirty Lily stud pk, color:  Gold",677537001
43550,"Flirty Lily stud pk, color:  Silver",677537002
43551,"MC Gyda blouse, color:  White",677546001
43552,"MC Gyda blouse, color:  Black",677546002
43553,"MC Gyda blouse, color:  Black",677546006
43554,"Love Dog, color:  Black",677561001
43555,"Love Dog, color:  White",677561004
43556,"Cool Wanda earring RT, color:  Gold",677572001
43557,"Cool Wanda earring RT, color:  Silver",677572002
43558,"Blouse Frill, color:  Blue",677580001
43566,"Flirty Ida ring pk, color:  Dark Pink",677604002
43579,"Mina knitted dress, color:  Yellowish Brown",677707001
43585,"Noor, color:  White",677722001
43586,"Fancy Charlie, color:  Black",677734001
43587,"Fancy Charlie, color:  Dark Blue",677734003
43588,"Gift Giving - Daisy, color:  Black",677736001
43589,"Gift Giving - Daisy, color:  White",677736002
43590,"Gift Giving - Daisy, color:  Grey",677736003
43594,"Hilma Beret, color:  Black",677738001
43595,"Hilma Beret, color:  Light Grey",677738002
43598,"Banana, color:  Black",677760001
43599,"Banana, color:  Light Beige",677760003
43618,"Section speed: Macaroni, color:  White",677828001
43622,"Li fancy highwaist brief 2pk, color:  Black",677840001
43623,"Li fancy highwaist brief 2pk, color:  Light Pink",677840002
43624,"Li fancy highwaist brief 2pk, color:  Light Orange",677840003
43675,"Violet Bralette Melbourne, color:  Black",677902001
43712,"Lyon tiered dress, color:  Greenish Khaki",677931001
43724,"Stone earrings, color:  Dark Pink",677964001
43725,"Nutella Push Melbourne, color:  Dark Red",677967001
43726,"Nutella Push Melbourne, color:  Light Pink",677967002
43727,"Nutella Push Melbourne, color:  White",677967003
43728,"Nutella Push Melbourne, color:  Other Purple",677967007
43729,"Nutella Push Melbourne, color:  Dark Red",677967008
43730,"Nutella Push Melbourne, color:  Black",677967009
43733,"Bagsy snake bag, color:  Beige",677970001
43751,"Kaluha bikini, color:  Black",678028001
43756,"Chubby loafer, color:  Black",678058001
43761,"Franca, color:  Black",678065001
43771,"Nutella Brazilian Acacia Low, color:  Dark Red",678079001
43772,"Nutella Brazilian Acacia Low, color:  Black",678079002
43773,"Nutella Brazilian Acacia Low, color:  Light Pink",678079003
43774,"Nutella Brazilian Acacia Low, color:  White",678079005
43775,"Nutella Brazilian Acacia Low, color:  Dark Red",678079006
43776,"Playa tee, color:  White",678080001
43800,"Minna Trench, color:  Dark Yellow",678175001
43801,"Minna Trench, color:  Dark Grey",678175003
43802,"&DENIM Skinny HW ankle, color:  Blue",678206001
43803,"MC Asta dress, color:  Dark Turquoise",678224001
43804,"Flamingo, color:  Pink",678230003
43805,"Flamingo, color:  Black",678230005
43806,"ED Tulip, color:  Dark Blue",678239001
43807,"ED Tulip, color:  White",678239002
43808,"ED Tulip, color:  Grey",678239007
43809,"Cappuccino Body Harlow, color:  Black",678248002
43810,"Cappucino Brazilian High Waist, color:  Black",678253001
43811,"Violet Thong Malva Low, color:  Black",678260001
43812,"Violet Thong Malva Low, color:  Dark Red",678260002
43813,"Violet Thong Malva Low, color:  White",678260003
43814,"Violet Thong Malva Low, color:  Dark Red",678260004
43815,"Violet Thong Malva Low, color:  Dark Turquoise",678260005
43824,"Gary v-neck, color:  Light Grey",678291002
43825,"Gary v-neck, color:  Dark Blue",678291003
43826,"Gary v-neck, color:  Light Pink",678291005
43827,"Gary v-neck, color:  Light Beige",678291006
43828,"Patrik blouse, color:  Blue",678294001
43838,"Sandy adjustablesuperpush body, color:  Black",678339001
43855,"CE - Doberman Bootie, color:  Black",678376001
43856,"Turtle dress, color:  White",678392003
43857,"Turtle dress, color:  Light Yellow",678392005
43858,"Drewer cami, color:  Light Beige",678407001
43859,"Bigmac cami, color:  Black",678415005
43860,"Bigmac cami, color:  White",678415006
43861,"Polka Dress, color:  White",678417003
43862,"Elk dress, color:  White",678421001
43863,"Elk dress, color:  Black",678421004
43876,"Ginger Hip reg. (Petun) M 3p, color:  Grey",678518001
43877,"Ginger Hip reg. (Petun) M 3p, color:  Light Grey",678518002
43878,"Ginger Hip reg. (Petun) M 3p, color:  Light Pink",678518003
43879,"Ginger Hip reg. (Petun) M 3p, color:  Black",678518004
43881,"Mastiff fine knit V5, color:  Dark Grey",678552001
43882,"Pumi boatneck sweater, color:  Light Grey",678553001
43883,"Pumi boatneck sweater, color:  Yellow",678553003
43884,"Pumi boatneck sweater, color:  Dark Red",678553004
43885,"Bell, color:  Black",678558001
43886,"Bell, color:  Dark Beige",678558002
43887,"Bell, color:  Yellowish Brown",678558004
43901,"Malley wool coat, color:  Black",678604001
43902,"Malley wool coat, color:  Dark Blue",678604002
43909,"Leo, color:  Black",678625001
43910,"Zebra dress, color:  White",678632001
43911,"Zebra dress, color:  Light Blue",678632003
43912,"Oyster blouse, color:  Black",678635001
43980,"Mariah 2p hip belt, color:  Dark Red",678712001
44013,"Dame ballerina, color:  Black",678814001
44017,"Manny, color:  Dark Grey",678861001
44018,"Manny, color:  Blue",678861002
44019,"Manny, color:  Black",678861003
44029,"Cissel cord trs, color:  Black",678931001
44032,"Harrison short sleeve top CN, color:  Black",678942001
44033,"Harrison, color:  Pink",678942002
44034,"Harrison, color:  Off White",678942003
44035,"Harrison, color:  Light Blue",678942005
44036,"Harrison, color:  White",678942011
44037,"Harrison, color:  Yellowish Brown",678942013
44038,"Harrison, color:  White",678942016
44039,"Harrison, color:  Light Beige",678942022
44040,"Harrison, color:  Black",678942023
44041,"Harrison (1), color:  Light Pink",678942026
44042,"Harrison (1), color:  Dark Beige",678942031
44043,"Harrison (1), color:  Off White",678942032
44044,"Harrison (1), color:  Light Orange",678942036
44045,"Harrison (1), color:  Off White",678942037
44046,"Harrison (1), color:  Orange",678942039
44047,"Harrison (1), color:  Grey",678942042
44048,"Harrison (1), color:  Dark Blue",678942047
44049,"Harrison (1), color:  Beige",678942054
44050,"Harrison (1), color:  Light Pink",678942055
44051,"Harrison (1), color:  Grey",678942057
44052,"Harrison (1), color:  Off White",678942058
44053,"Harrison (1), color:  Beige",678942059
44054,"Marvin funnel neck, color:  Light Grey",678962001
44055,"Marvin funnel neck, color:  Light Beige",678962002
44068,"Cool Frasse necklace, color:  Gold",678974001
44069,"Cool Frasse necklace, color:  Silver",678974002
44077,"Ola henley blouse, color:  Orange",678992001
44078,"Ola henley blouse, color:  Dark Grey",678992002
44079,"Cool Frasse earring, color:  Gold",678995001
44080,"Cool Frasse earring, color:  Silver",678995002
44098,"Bon Jovi PU trouser, color:  Black",679031001
44107,"Cool Kungfu earring, color:  Dark Green",679063003
44120,"PE MOSS COAT, color:  Dark Beige",679086001
44136,"Palma balboa push, color:  Black",679121001
44137,"Palma balboa push, color:  Dark Red",679121002
44146,"Bebe Nightslip (J), color:  Dark Grey",679139001
44147,"Bebe Nightslip (J), color:  Dark Grey",679139003
44148,"Bebe Nightslip (J), color:  Light Pink",679139005
44153,"A Parisien in New York, color:  Other",679203001
44154,"Violet SP Andes lacing, color:  Black",679204001
44163,"PE BELLE TROUSERS, color:  Black",679261001
44165,"Charlotte Push Melbourne, color:  Black",679278001
44166,"Charlotte Push Melbourne, color:  White",679278002
44167,"Charlotte Push Melbourne, color:  Dark Blue",679278003
44168,"Charlotte Push Melbourne, color:  Pink",679278004
44169,"Charlotte Push Melbourne, color:  Light Pink",679278005
44170,"Charlotte Push Melbourne, color:  Light Orange",679278007
44171,"Charlotte Push Melbourne, color:  Red",679278008
44172,"Charlotte Bikini Lotus Low, color:  Black",679280001
44173,"Charlotte Bikini Lotus Low, color:  White",679280002
44174,"Charlotte Bikini Lotus Low, color:  Dark Blue",679280003
44175,"Charlotte Bikini Lotus Low, color:  Pink",679280004
44176,"Charlotte Bikini Lotus Low, color:  Light Pink",679280005
44177,"Charlotte Bikini Lotus Low, color:  Red",679280007
44178,"Charlotte Bikini Lotus Low, color:  Dark Red",679280009
44179,"Charlotte Bikini Lotus Low, color:  Dark Red",679280012
44180,"Charlotte Bikini Lotus Low, color:  Dark Green",679280015
44181,"Charlotte SP Straps Andes, color:  Black",679284001
44182,"Charlotte SP Straps Andes, color:  Dark Red",679284005
44183,"Charlotte SP Straps Andes, color:  Dark Red",679284006
44184,"Samantha Push Melbourne, color:  Black",679285001
44185,"Samantha Push Melbourne, color:  Pink",679285002
44186,"Samantha Push Melbourne, color:  Light Pink",679285006
44187,"Samantha Push Melbourne, color:  Dark Red",679285007
44188,"Samantha Push Melbourne, color:  White",679285008
44189,"Samantha Push Melbourne, color:  Dark Blue",679285013
44190,"Samantha Push Melbourne, color:  Light Pink",679285016
44191,"Samantha Push Melbourne, color:  Black",679285017
44192,"Samantha Push Melbourne, color:  Dark Red",679285018
44193,"Samantha Push Melbourne, color:  White",679285019
44194,"Samantha Push Melbourne, color:  Light Beige",679285020
44195,"Samantha Push Melbourne, color:  Dark Red",679285022
44196,"Samantha chicago, color:  Black",679287002
44197,"Samantha chicago, color:  White",679287003
44198,"Samantha chicago, color:  Light Beige",679287004
44203,"Pomelo dress, color:  White",679336002
44207,"ED Era lace, color:  Black",679437001
44208,"ED Era lace, color:  White",679437003
44210,"Owl polo TROOPER, color:  Light Beige",679482001
44211,"Luna Petite, color:  Black",679484001
44212,"Luna Petite, color:  Black",679484002
44213,"Luna Petite, color:  Blue",679484003
44214,"Taylor soft bra 2pk, color:  Light Blue",679491002
44226,"Space Petite, color:  Black",679502001
44230,"Madison Petite, color:  Black",679509001
44231,"Latte Petite, color:  Black",679514001
44232,"Flirty Erica headband, color:  Dark Blue",679520001
44249,"Tallulah Skirt, color:  Black",679606001
44250,"Tallulah Skirt, color:  Dark Red",679606002
44261,"DIV Carla Parka, color:  Black",679629001
44264,"ED champagne coat, color:  Grey",679630001
44273,"pistachio svettis, color:  White",679655001
44275,"Embr front frill, color:  White",679663001
44276,"Embr front frill, color:  Light Yellow",679663002
44277,"Speed Hulahula earring, color:  Black",679669001
44340,"DIV Wild tank, color:  Dark Blue",679716001
44341,"SPEED Marbs lace top, color:  Black",679724001
44342,"SPEED Marbs lace top, color:  White",679724003
44343,"Brooke sneaker, color:  White",679725001
44345,"Mellis plisse, color:  Black",679726001
44346,"Mellis plisse, color:  Dark Blue",679726003
44356,"Blondie Leo Coat, color:  Light Beige",679800001
44357,"Clementine buttoned dress, color:  Black",679805001
44407,"Cinderella deco, color:  Off White",679876001
44408,"Molly smock top, color:  White",679881005
44409,"Molly smock top, color:  Black",679881007
44410,"Nina, color:  Off White",679887001
44411,"Speed Next earring, color:  Gold",679890001
44412,"Speed Next earring, color:  Dark Green",679890002
44413,"Speed Next earring, color:  Black",679890003
44414,"The holiday, color:  Light Grey",679895001
44415,"ED Marita coat, color:  Dark Beige",679902001
44416,"OL JAKOB PQ Boot, color:  Black",679906001
44417,"OL JAKOB PQ Boot, color:  Dark Beige",679906002
44418,"Rockstar suspenderbelt, color:  Black",679940001
44419,"PC J Santa Baby, color:  Black",679943001
44442,"Svalbard fur jacket, color:  White",679977002
44443,"Svalbard fur jacket, color:  Greenish Khaki",679977003
44448,"COZY FREDDY JOGGER RW, color:  Grey",679986001
44449,"COZY FREDDY JOGGER RW, color:  Greenish Khaki",679986005
44450,"COZY FREDDY JOGGER RW, color:  Grey",679986006
44452,"Moma, color:  White",680020001
44455,"Speed Pineapple Earring, color:  Light Yellow",680036001
44467,"EDC CLARISSA FLAIRED TRS, color:  Dark Red",680186001
44468,"EDC CLARISSA FLAIRED TRS, color:  Black",680186002
44471,"Hella top, color:  Black",680188001
44472,"Hella top, color:  Beige",680188003
44479,"EDC ANASTASIA PYJAMA, color:  Black",680214001
44482,"EDC DONNA TOP, color:  Dark Red",680220001
44485,"OL Open art belt-bag or PQ, color:  Dark Red",680258001
44521,"Class Amelia nl, color:  Gold",680336001
44522,"Class Amelia nl, color:  Silver",680336002
44531,"Martini, color:  Black",680372001
44532,"Lively X, color:  White",680374001
44533,"Lively X, color:  Black",680374002
44534,"Liddy, color:  Dark Red",680374003
44535,"Liddy, color:  Dark Green",680374004
44536,"Bradshaw, color:  White",680380001
44537,"Indiana Printed, color:  White",680388004
44538,"Indiana Printed, color:  Dark Red",680388005
44539,"Indiana Printed, color:  Light Yellow",680388008
44540,"Indiana Printed, color:  Pink",680388009
44541,"Indiana Solid, color:  Dark Blue",680389001
44542,"Indiana Solid, color:  Light Orange",680389002
44543,"Indiana Solid, color:  Red",680389006
44544,"Grace Scarf, color:  Black",680390001
44545,"Mary Scarf, color:  Yellow",680391001
44546,"Mary Scarf, color:  Black",680391002
44547,"Mary Scarf(1), color:  Grey",680391003
44548,"Mary Scarf, color:  Dark Red",680391007
44549,"Mary Scarf, color:  Off White",680391008
44550,"Mary Scarf(1), color:  Dark Orange",680391011
44551,"Mary Scarf(1), color:  Yellow",680391012
44552,"Mary Scarf(1), color:  Light Beige",680391013
44553,"Mary Scarf, color:  Light Beige",680391016
44554,"Mary Scarf, color:  Light Yellow",680391017
44555,"Mary Scarf, color:  Orange",680391018
44556,"Mary Scarf, color:  Red",680391020
44557,"Mary Scarf, color:  Light Beige",680391021
44558,"Mary Scarf, color:  Light Beige",680391022
44559,"Mary Scarf, color:  Greenish Khaki",680391023
44560,"Mary Scarf, color:  Light Pink",680391027
44561,"Mary Scarf, color:  Dark Green",680391030
44562,"Mary Scarf, color:  Dark Yellow",680391032
44563,"Giraf Scarf, color:  Light Beige",680393001
44564,"Zitta Scarf, color:  Light Blue",680396001
44565,"Zitta Scarf, color:  Light Pink",680396002
44566,"Zitta Scarf, color:  Light Pink",680396004
44567,"Zitta Scarf(1), color:  Light Beige",680396011
44568,"Zitta Scarf, color:  Black",680396012
44569,"Olivia Scarf, color:  Dark Grey",680403001
44570,"Olivia Scarf, color:  Light Beige",680403006
44571,"Olivia Scarf, color:  Light Pink",680403009
44572,"Push Scarf, color:  Dark Pink",680404001
44573,"Push Scarf, color:  Dark Blue",680404002
44574,"Marielle, color:  Dark Turquoise",680407001
44575,"Kiara N dress, color:  Dark Blue",680413001
44576,"Flake leo fur, color:  Off White",680432002
44587,"Mildred sweater, color:  Black",680480001
44588,"&DENIM Girlfriend RW, color:  Blue",680492001
44589,"&DENIM Girlfriend RW, color:  Black",680492002
44590,"&DENIM Girlfriend, color:  Blue",680492005
44594,"Hazel Dress, color:  Black",680511001
44595,"Cardamom N-slip, color:  Black",680542002
44596,"Cappucino wire bra, color:  Black",680548001
44597,"Cappucino waspie, color:  Black",680549001
44598,"Moccha softbra, color:  Black",680553001
44599,"Moccha brazilian, color:  Black",680554001
44603,"Karl blouse, color:  Black",680578001
44604,"Calais blouse, color:  Dark Grey",680579002
44605,"Fargo tunic, color:  Turquoise",680586001
44606,"Fargo tunic, color:  Dark Red",680586005
44607,"Fargo tunic (1), color:  Dark Blue",680586007
44608,"Fargo tunic (1), color:  Green",680586011
44609,"Leila Sarong, color:  Black",680597001
44610,"Leila Sarong, color:  Dark Green",680597010
44611,"Disa RW straight trouser, color:  Black",680604003
44617,"LOGG Robie tee, color:  Light Red",680643001
44618,"Cool Preston Mini Pouch, color:  Black",680659001
44619,"Cool Preston Mini Pouch, color:  Light Pink",680659002
44620,"Harajuku, color:  Black",680671003
44621,"Harajuku, color:  White",680671004
44623,"Rialto WL, color:  Black",680712001
44624,"Rialto WL, color:  Greyish Beige",680712002
44625,"Alicante highshaft, color:  Black",680713001
44627,"Tempo Coat, color:  Other",680715001
44628,"Oakland sockboot, color:  Red",680716001
44629,"Oakland sockboot, color:  Black",680716002
44630,"Austin highshaft, color:  Black",680722001
44635,"Vegas, color:  Black",680777001
44636,"Sigge Fur, color:  Light Blue",680782001
44637,"Champagne, color:  Grey",680790002
44638,"Champagne, color:  Light Pink",680790003
44639,"LS Hazel padded softbra., color:  Black",680810001
44640,"LS Hazel padded softbra., color:  Light Pink",680810002
44641,"Reykjavik, color:  Black",680811002
44642,"LS Flower softbra., color:  Dark Orange",680818001
44645,"W LUKE OL OFFER, color:  Black",680846001
44646,"W LUKE OL OFFER, color:  White",680846002
44647,"W LUKE OL OFFER, color:  Light Pink",680846003
44648,"W LUKE OL OFFER, color:  Greenish Khaki",680846004
44649,"Conan, color:  Black",680866001
44650,"Conan, color:  Off White",680866002
44661,"Tyson highshaft, color:  Yellowish Brown",680914002
44662,"Taxi Taxi Dress, color:  Black",680979001
44663,"Robbie Cardigan, color:  Dark Grey",681002001
44664,"Robbie Cardigan, color:  Black",681002002
44665,"Robbie Cardigan, color:  Light Pink",681002003
44666,"Robbie Cardigan, color:  Red",681002004
44750,"Icarus Suede Sailor Cap, color:  Black",681121001
44751,"Icarus Suede Sailor Cap, color:  Beige",681121002
44759,"Jonquille joggers RW, color:  Light Red",681150002
44760,"Jonquille joggers RW, color:  Yellowish Brown",681150003
44761,"Jonquille joggers RW, color:  Dark Blue",681150004
44762,"Lazer Razer Triangle  Swimsuit, color:  Black",681156002
44836,"Morissette, color:  Black",681196001
44837,"Morissette, color:  White",681196002
44838,"Morissette, color:  Dark Blue",681196003
44844,"Barcelona dress, color:  Light Blue",681246004
44845,"Barcelona dress, color:  Dark Red",681246005
44858,"Morgan PRICE dress, color:  Dark Blue",681274001
44859,"Morgan PRICE dress, color:  Red",681274002
44860,"Morgan PRICE dress, color:  Black",681274003
44862,"&DENIM Girlfriend TR, color:  Blue",681276001
44863,"Menton, color:  Blue",681315001
44864,"Kate tank, color:  Pink",681318001
44865,"Kate tank, color:  White",681318002
44866,"Moa long (1), color:  Black",681319001
44867,"Moa long (1), color:  White",681319002
44871,"Lolly, color:  Black",681358001
44872,"Lolly, color:  Dark Blue",681358002
44905,"Sunshine sunglasses, color:  Black",681557001
44906,"Lea throw on, color:  Dark Blue",681560001
44907,"Lea throw on, color:  Light Beige",681560002
44912,"Ylve Lace, color:  Black",681571001
44913,"Ylve Lace, color:  Light Beige",681571002
44914,"Ariel SL-set (W), color:  Dark Grey",681592001
44915,"Ariel SL-set (W), color:  Light Pink",681592002
44925,"Georgina, color:  Black",681657001
44926,"Georgina, color:  White",681657002
44927,"Helsinki, color:  Light Pink",681657003
44928,"Helsinki (1), color:  Dark Beige",681657005
44929,"Helsinki (1), color:  Light Beige",681657006
44930,"Helsinki (1), color:  Dark Blue",681657010
44936,"Big rounded claw, color:  Black",681669001
44946,"Veronica cotton sailor cap, color:  Light Beige",681754002
44947,"Fame Body, color:  Black",681765001
44952,"Orca Printed Scarf, color:  Beige",681795001
44953,"Orca Printed Scarf, color:  Light Beige",681795002
44954,"Orca Printed Scarf, color:  Dark Blue",681795006
44955,"Corinne Solid Scarf, color:  Yellowish Brown",681796007
44962,"Riviera, color:  Black",681815001
44963,"Riviera, color:  Grey",681815003
44966,"Doll smockdress, color:  Black",681841004
44967,"Wolly Top, color:  Black",681845001
44968,"Wolly Top, color:  Light Beige",681845002
44969,"Wolly Top, color:  Dark Pink",681845003
44970,"ED Sugar blouse, color:  White",681888001
44971,"ED Roman blouse, color:  Pink",681891001
44973,"Astoria shirt, color:  White",681900001
44974,"Astoria shirt, color:  Greenish Khaki",681900002
45014,"Janice strap top, color:  White",681933001
45015,"Janice strap top, color:  Black",681933002
45021,"Missy E, color:  Black",681962001
45029,"Cole LS, color:  Dark Blue",681972001
45032,"Bloom, color:  Light Beige",682007001
45033,"Bloom, color:  Black",682007002
45035,"Juliette, color:  Dark Blue",682021002
45036,"Estelle throw on, color:  Black",682028001
45037,"Plain throw on, color:  Light Beige",682028002
45038,"Plain throw on, color:  Dark Red",682028003
45070,"Wide Aisle Dress, color:  Black",682087001
45091,"PE CINDY TROUSER, color:  Dark Green",682189001
45100,"PE CRAWFORD BLAZER, color:  Dark Green",682204001
45103,"ED Bristol jersey blazer, color:  Black",682229001
45158,"Spencer padded 2pk, color:  Light Pink",682267002
45159,"Spencer padded 2pk, color:  Light Grey",682267003
45160,"Spencer padded 2pk, color:  Light Pink",682267004
45161,"Spencer padded 2pk, color:  White",682267005
45162,"Spencer padded 2pk, color:  White",682267008
45163,"Spencer padded 2pk, color:  Light Grey",682267010
45164,"Spencer padded 2pk, color:  Light Pink",682267011
45165,"Spencer padded 2pk, color:  Grey",682267014
45166,"Spencer padded 2pk, color:  Dark Red",682267016
45167,"Spencer padded 2pk, color:  Black",682267021
45169,"Smoothie Jacket, color:  Black",682272001
45170,"Johnny cashmere jumper, color:  Light Grey",682285001
45171,"Johnny cashmere jumper, color:  Yellowish Brown",682285002
45191,"Mistletoe padded softbra, color:  Light Pink",682314002
45193,"Ella Dress Sequin, color:  Black",682334001
45194,"Ella Dress Sequin, color:  Light Grey",682334002
45195,"Rumija skirt., color:  Dark Blue",682365001
45203,"Tage l/s blouse, color:  White",682430001
45204,"Speed Struk Stud, color:  Gold",682437004
45205,"Speed Struk Stud, color:  Silver",682437005
45206,"Rafael embro blouse, color:  White",682441001
45207,"Jacob blouse, color:  White",682445001
45208,"Speed Lion Hoop PK, color:  Silver",682452002
45209,"Weekend crew, color:  Grey",682456001
45210,"Sanna joggers, color:  Grey",682457001
45211,"Cocktail, color:  Black",682465001
45212,"Cocktail, color:  White",682465002
